name,crunchbase_uuid,type,primary_role,crunchbase_url,homepage_domain,homepage_url,profile_image_url,facebook_url,twitter_url,linkedin_url,stock_symbol,location_city,location_region,location_country_code,short_description
Splash,f4f65fdf-c2b6-0c7e-350c-b583a9186499,organization,company,https://www.crunchbase.com/organization/splashvr?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,splashapp.co,http://splashapp.co,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1459902494/flqbedykvchork6y9uf2.png",https://www.facebook.com/splashvr,https://twitter.com/splashvr,https://www.linkedin.com/company/splashvr,:,Berlin,Berlin,DEU,Create and share videos in 360 on mobile.
HUMANOO,56432458-4e3b-9ffe-b3aa-c581fba5a0fe,organization,company,https://www.crunchbase.com/organization/humanoo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,humanoo.com,http://www.humanoo.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1487599419/i8nbxxdkasd0f30j7abg.png",https://www.facebook.com/Humanooapp/,https://twitter.com/,https://www.linkedin.com/company/humanoo-gmbh,:,Berlin,Berlin,DEU,"More than 1,000 exercises from the fields of physio, workouts and brain fitness, healthy recipes as well as a live chat with our experts"
Girafi,12047ff9-c4e0-dfd6-0566-9cf5be992506,organization,company,https://www.crunchbase.com/organization/girafi?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,girafi.co,http://www.girafi.co/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1460061464/bpsakdrpwwwytgqyjhot.png",https://www.facebook.com/girafi.co,https://www.twitter.com/girafi_co,https://www.linkedin.com/company/10461002?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A10461002%2Cidx%3A2-1-2%2CtarId%3A1460061876391%2Ctas%3Agirafi,:,Berlin,Berlin,DEU,Girafi helps brands incentivize their clients by creating effective interactions.
Deckard A.I.,fed708f2-0470-9405-741f-d7d3d692506d,organization,company,https://www.crunchbase.com/organization/deckard?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,deckard.ai,http://deckard.ai,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1499677296/ew2mjbstjpk5nhjxmsuf.png",,https://twitter.com/deckard_ai,https://www.linkedin.com/company-beta/10611890/,:,Berlin,Berlin,DEU,Predicts the future of your software projects-
Qunomedical,aa82a422-c7c8-f835-82dd-19a2695a4f0b,organization,company,https://www.crunchbase.com/organization/junomedical?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,qunomedical.com,https://www.qunomedical.com/en/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1460389416/geu6jliym2nmjvnuwlvc.png",https://www.facebook.com/qunomedical/,https://twitter.com/qunomedical,https://www.linkedin.com/company/qunomedical,:,Berlin,Berlin,DEU,"We connect patients with doctors abroad. For a healthier, happier you!"
UX DESIGN AWARDS,cc9a3e46-088b-3aa5-23e4-fb5f17d5e2d2,organization,company,https://www.crunchbase.com/organization/ux-design-awards?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ux-design-awards.com,http://ux-design-awards.com/en,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1460454654/hqig6ygipmxvvvs3z70f.jpg",https://www.facebook.com/uxd.awards/,https://twitter.com/uxdawards,,:,Berlin,Berlin,DEU,"Honouring outstanding design and user orientation in products, digital solutions and services. Presented by @idzberlin at @IFA_berlin"
EasyHalteverbot,f40e18d3-3cc7-c751-ae8c-8aaba6067d17,organization,company,https://www.crunchbase.com/organization/easyhalteverbot?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,easy-halteverbot.de,http://easy-halteverbot.de,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png",,,https://www.linkedin.com/company/easyhalteverbot,:,Berlin,Berlin,DEU,Setting up no-parking zones online.
Mihiro,128d0309-5807-4bb0-1a0c-37693d7bde1a,organization,company,https://www.crunchbase.com/organization/mihiro?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mihiro.co,https://www.mihiro.co/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1460608495/rv6fjy9qfs3zvpdoe1pt.jpg",https://www.facebook.com/mihiroapp/timeline,https://twitter.com/mihiroapp,,:,Berlin,Berlin,DEU,The world's quickest way to apply for jobs
startup affairs,a23847e9-4956-1f2a-bfcd-f009b27f16a7,organization,company,https://www.crunchbase.com/organization/startup-affairs?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,startup-affairs.de,http://startup-affairs.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1460731287/r5bkceiyd98tu1qw7lvc.jpg",https://www.facebook.com/tijenonaran,https://www.twitter.com/startupaffairs,https://www.linkedin.com/company/startup-affairs,:,Berlin,Berlin,DEU,"startup affairs is a Germany-based company that provides PR and public affairs consultancy for startups, VCs, and businesses."
Cubitabo AG,57fe9cba-ce46-3d1a-d926-4be5cae71ed1,organization,company,https://www.crunchbase.com/organization/bettenriese?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bettenriese.de,https://www.bettenriese.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1460782502/aaybbfmsxnaffny5uprd.png",https://www.facebook.com/bettenriese,https://twitter.com/BettenRiese,,:,Berlin,Berlin,DEU,It engages in online retail of mattresses in Germany.
Bloomy Days,4cab1051-b8b9-529c-ef04-efdbf4352d27,organization,company,https://www.crunchbase.com/organization/bloomy-days?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bloomydays.com,https://www.bloomydays.com/de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1460797187/rb5eai4plite5vmcltrf.png",https://www.facebook.com/bloomydays,https://www.twitter.com/mybloomydays,,:,Berlin,Berlin,DEU,Bloomy Days is a subscription-based fresh cut flower delivery service with headquarters in Germany.
ByeBill Payment Solutions GmbH i.G.,4cefb557-f6c1-1d2c-f72d-f8e7a6e2df00,organization,company,https://www.crunchbase.com/organization/byebill-payment-solutions-gmbh-i-g?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,byebill.de,http://www.byebill.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1460973013/yx0buc8dwhdxkhforrpz.jpg",,,https://www.linkedin.com/company-beta/10621327/,:,Berlin,Berlin,DEU,Mobile payment system for everyone - bequem bezahlen.
Amparo,b9f9e7c7-3d3b-acf2-b0e9-233905f4b222,organization,company,https://www.crunchbase.com/organization/amparo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,amparo.world,https://www.amparo.world,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1500902803/ljrw0w56tfbycc0qz3fz.jpg",https://www.facebook.com/AmparoProsthetic/,https://twitter.com/Amparo_Pros,https://www.linkedin.com/company/18104096/,:,Berlin,Berlin,DEU,Redefining prosthetic care in developing nations using a human-centered design.
Weps,04792cd8-2e76-7b77-6553-6f1a850238bb,organization,company,https://www.crunchbase.com/organization/weps?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,getweps.com,http://getweps.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1461007910/aypoifsdkx7ebfpfpptd.jpg",https://www.facebook.com/getweps,https://twitter.com/weps_official,https://www.linkedin.com/company/weps-global-ltd,:,Berlin,Berlin,DEU,Weps is a chatbot website builder for microbusiness owners.
Ovidius GmbH,b7e9187a-0a00-1afa-98b6-d132b8bfa843,organization,company,https://www.crunchbase.com/organization/ovidius-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ovidius.com,http://www.ovidius.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1461064033/xn04eumrlydwit6alyc8.png",,,https://www.linkedin.com/company/ovidius-gmbh,:,Berlin,Berlin,DEU,Ovidius GmbH specializes in XML and SGML software solutions.
RetentionGrid,d1893085-598f-200d-185e-e392af008de8,organization,company,https://www.crunchbase.com/organization/retentiongrid-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,retentiongrid.com,http://retentiongrid.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1461068675/k8qb90ncghufhxgfyng9.png",https://www.facebook.com/RetentionGridApp,https://twitter.com/retentiongrid,https://www.linkedin.com/company/retentiongrid,:,Berlin,Berlin,DEU,Intuitive customer loyalty segmentation and lifecycle analytics with automated marketing campaigns for your e-commerce business.
Lemoncat GmbH,bdd57d74-649f-5fdf-14b8-12748b7c4906,organization,company,https://www.crunchbase.com/organization/lemoncat-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,lemoncat.de,http://www.lemoncat.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1461091324/fbyaq1hqp6an5a47ienq.jpg",https://www.facebook.com/lemoncatdeutschland/,,https://www.linkedin.com/company/lemoncat,:,Berlin,Berlin,DEU,Online Marketplace for Business Catering
solarisBank AG,fd5b5348-fe83-61a7-9142-112182409cf9,organization,company,https://www.crunchbase.com/organization/solarisbank-ag?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,solarisbank.de,https://www.solarisbank.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1461145145/nmyo4v6ay7bwjp0lwaqo.jpg",https://www.facebook.com/solarisbankberlin/,https://www.twitter.com/solarisbank,https://www.linkedin.com/company/solarisbank,:,Berlin,Berlin,DEU,solarisBank offers a platform that enables digital companies to create custom solutions for their unique financial needs.
secu-ring GmbH,af4a84ea-458b-0b14-ebbf-6818ab8252ae,organization,company,https://www.crunchbase.com/organization/secu-ring-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,secu-ring.de,https://www.secu-ring.de,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png",https://www.facebook.com/securing,https://www.twitter.com/securing,,:,Berlin,Berlin,DEU,Tech Provider developing digital business models
Steganos,2feff0dd-f47e-105f-d91f-2a0a66bcb5b5,organization,company,https://www.crunchbase.com/organization/steganos?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,steganos.com,https://www.steganos.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1461361248/madcxxdbqnadlhwnh1ta.jpg",https://www.facebook.com/steganossoftware,https://www.twitter.com/steganosusa,,:,Berlin,Berlin,DEU,"Since 1996, Steganos has been offering highly secure and easy to use software tools that protect and secure on and offline data."
CardioCube,46769405-9bc4-7d08-0e6f-bc87dcfee282,organization,company,https://www.crunchbase.com/organization/cardio-cube-ltd?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,cardiocube.com,http://www.cardiocube.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/za5wrretk7fi9bqmbqth",https://web.facebook.com/cardiocube/,https://twitter.com/oskarkiwic,https://www.linkedin.com/company/10960259/,:,Berlin,Berlin,DEU,The future of heart disease treatment.
ATS Advanced Telematic Systems GmbH,1621a41e-b298-e21d-a768-4188ed2abd05,organization,company,https://www.crunchbase.com/organization/ats-advanced-telematic-systems-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,advancedtelematic.com,http://advancedtelematic.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1466086325/jwk6f0nrhhlqfvmlww5w.png",,https://twitter.com/ATS_news,https://www.linkedin.com/company/ats-advanced-telematic-systems-gmbh,:,Berlin,Berlin,DEU,"ATS is a software company specializing in automotive-grade, open standards-based software products, with a focus on software OTA updates."
Fy,0773f5a3-4ae4-ca77-4316-5314e33c33ea,organization,company,https://www.crunchbase.com/organization/fy?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,iamfy.co,http://www.iamfy.co/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1462091820/vokgggt8jzs7tbxr1cix.png",https://www.facebook.com/thisisfy,,,:,Berlin,Berlin,DEU,"Fy is creating the most fun, addictive way to shop on your phone."
System One,381fd000-2e09-6b83-0d39-fbe5b1031eb8,organization,company,https://www.crunchbase.com/organization/system-one-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,systemonesoftware.com,https://www.systemonesoftware.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1462353497/l3vawwnwxgbyd4r8z4z5.png",https://www.facebook.com/SystemOneSoftware/,,https://www.linkedin.com/company/system-one-saas-gmbh,:,Berlin,Berlin,DEU,Cloud based SaaS platform for artists booking agencies
Smunch.co,5324d4d1-733c-53a7-2318-f0ce1b6a69e6,organization,company,https://www.crunchbase.com/organization/smunch-co?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,smunch.co,http://www.smunch.co,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1504070990/lv3qcc4ge9lpf6xms2ym.png",https://www.facebook.com/smunch.co/,https://twitter.com/SmunchSays,https://www.linkedin.com/company/smunch,:,Berlin,Berlin,DEU,"Smunch is the no investment virtual canteen, delivering delicious and affordable lunches for offices."
Uniwhere,79d5a13a-7953-d07f-624e-e10e6d40e3a3,organization,company,https://www.crunchbase.com/organization/uniwhere?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,uniwhere.com,http://www.uniwhere.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1462532711/d6mqw3asfpluvzehsmw9.png",https://www.facebook.com/uniwhere,https://www.twitter.com/uniwhere,https://www.linkedin.com/in/marcoantoniorizzo,:,Berlin,Berlin,DEU,Uniwhere is a career management platform where students can manage their academic life and get support in taking decisions for their future.
ACPAD Instruments,73bc7e9e-73cc-580d-536d-0c9a921ba13a,organization,company,https://www.crunchbase.com/organization/acpad-instruments?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,acpad.com,http://www.acpad.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1462557537/pvrkhjkaecrcezjx9wkd.png",,,,:,Berlin,Berlin,DEU,An Electronic Orchestra at your fingertips
Autumn AI,d0e29243-8542-b2d5-0881-230f7f58febc,organization,company,https://www.crunchbase.com/organization/autumn-ai?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,autumnai.com,http://autumnai.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1462645086/f7dgkng7ahiwo8bmmc4u.png",,,,:,Berlin,Berlin,DEU,Autumn AI makes machine learning and artificial intelligence accessible for developers and companies. Developed Leaf
Betronik,ad1a213f-172b-2d95-698e-fa1831a51f5c,organization,company,https://www.crunchbase.com/organization/betronik?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,betronik.de,http://www.betronik.de,"https://crunchbase-production-res.cloudinary.com/image/upload/h_120,w_120,f_jpg/v1507847753/placeholder_zgpxrr.png",,,,:,Berlin,Berlin,DEU,"Betronik is a berlin, germany-based passive components distributor."
Coworkies,4825f109-6180-9d18-0831-85c8d42bd8c2,organization,company,https://www.crunchbase.com/organization/coworkies?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,coworkies.com,http://coworkies.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1462813693/titdvshezelggaxjjtvz.jpg",https://facebook.com/coworkies,https://twitter.com/coworkies,https://www.linkedin.com/company/coworkies,:,Berlin,Berlin,DEU,The Coworkers Network - connecting people between coworking spaces
Condat,feaf6f49-1978-0c74-f000-54c58822e174,organization,company,https://www.crunchbase.com/organization/condat?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,condat.de,http://www.condat.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1462939189/kieedsupdp7icgkrosi5.png",https://www.facebook.com/condatag,https://twitter.com/condatag,https://www.linkedin.com/company/condat_2,:,Berlin,Berlin,DEU,Condat a developer of wireless communication software and platforms for mobile business applications.
finanzen.de,4177bd6d-c4bd-2a09-663b-bb6997f53c49,organization,company,https://www.crunchbase.com/organization/finanzen-de?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,finanzen.de,http://www.finanzen.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1462950774/qj6vrpgplhtmkwk6rvip.jpg",,https://www.twitter.com/finanzende,https://www.linkedin.com/company/finanzen-de-ag,:,Berlin,Berlin,DEU,finanzen.de is a web-based European marketplace for insurance and finance leads.
Autohaus24 GmbH,53288b5c-319c-0ccf-dd71-67fe8dc03450,organization,company,https://www.crunchbase.com/organization/autohaus24-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,autohaus24.de,http://www.autohaus24.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1462952870/fbe00mysxoyktbxzxjho.png",https://www.facebook.com/autohaus24,https://www.twitter.com/autohaus24,https://www.linkedin.com/company/autohaus24-gmbh,:,Berlin,Berlin,DEU,Autohaus24 GmbH is an online new cars broker.
Greetzly,dfdd413c-54ba-535e-28ea-e4930196a471,organization,company,https://www.crunchbase.com/organization/greetzly-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,greetzly.com,https://www.greetzly.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1463372106/flcg089czp9fapnjtzgh.png",https://www.facebook.com/greetzly/,https://twitter.com/greetzly,https://www.linkedin.com/company/greetzly,:,Berlin,Berlin,DEU,Greetzly allows fans to receive personal video greetings from their idols.
AirGateway,b912f796-c57c-c87f-eb8e-16ec3ad72ec4,organization,company,https://www.crunchbase.com/organization/airgateway?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,airgateway.net,http://airgateway.net,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1492065174/g57yy8kpbrhvci0xynbl.png",,http://twitter.com/AirGtwy,https://www.linkedin.com/company/10609446,:,Berlin,Berlin,DEU,We are an air-travel retail aggregator for the NDC era
Linkodo,01fcce1e-24d7-4fc1-4ca9-223496bb4d94,organization,company,https://www.crunchbase.com/organization/linkodo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,linkodo.com,http://www.linkodo.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1463658851/stxd90lhs8di72s3crgr.png",https://www.facebook.com/LinkodoApp/,,https://www.linkedin.com/company/linkodo,:,Berlin,Berlin,DEU,Personal business and networking app for people nearby
Planio,43196f79-0451-2d66-4b6b-afef114bc3c7,organization,company,https://www.crunchbase.com/organization/planio?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,plan.io,https://plan.io,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1463659770/d48i7rfhbrauveeeqgb7.png",https://www.facebook.com/planio,https://www.twitter.com/planio,,:,Berlin,Berlin,DEU,SaaS Project Management for Small Dev Teams
Neofonie Mobile GmbH,b4cd7a5d-992d-6662-7c96-77002786c46d,organization,company,https://www.crunchbase.com/organization/neofonie-mobile-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,neofonie-mobile.de,http://www.neofonie-mobile.de/en/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1463761572/d1blcuy2ctvlugwimwdl.jpg",https://www.facebook.com/neofoniemobile,https://www.twitter.com/neofoniemobile,https://www.linkedin.com/company/2089409,:,Berlin,Berlin,DEU,Neofonie Mobile is a company that specializes in building apps for mobile use.
CUBE,7f68771a-c209-76bc-b561-744a845cf589,organization,company,https://www.crunchbase.com/organization/cube-27?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,cube-global.com,http://cube-global.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1463908787/nl3pyp0vl9opq9pcps4t.png",https://www.facebook.com/CUBE-Global-1069130066476859/,https://www.twitter.com/cubeconnects,https://www.linkedin.com/company/cube-gmbh,:,Berlin,Berlin,DEU,CUBE connects you globally with the worldÂ´s epicenters of the new tech industry.
Homebell,fe3d7143-5716-f404-9ec8-5a17950c8d27,organization,company,https://www.crunchbase.com/organization/homebell?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,homebell.com,https://www.homebell.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1463920031/hfjdjfng7dgfxoxbfkju.png",https://www.facebook.com/homebellcom/,https://twitter.com/Homebell_com,https://www.linkedin.com/company/homebell,:,Berlin,Berlin,DEU,Reliable craftsmen services at a fixed quote and fair prices.
media.net berlinbrandenburg,b4fe0be7-d808-6c71-6926-06f721ebdf2f,organization,company,https://www.crunchbase.com/organization/media-net-berlinbrandenburg?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,medianet-bb.de,http://www.medianet-bb.de/EN/home/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1464005008/unwkbgx2jq4ii3sqnetv.png",https://www.facebook.com/media.netbb,https://twitter.com/medianetbb,https://www.linkedin.com/company/media-net-berlinbrandenburg-e-v-,:,Berlin,Berlin,DEU,media.net berlinbrandenburg offers a regional network in the media and digital industry in Germany.
TechBerlin,5f25534e-0667-1d76-6c77-61b8741182a3,organization,company,https://www.crunchbase.com/organization/techberlin?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,techberlin.com,https://techberlin.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1464061169/ufqyadg8wnlfa2bcnp36.png",https://www.facebook.com/techberlin,https://twitter.com/techberlin,https://www.linkedin.com/company/10223346,:,Berlin,Berlin,DEU,"TechBerlin believe that entrepreneurship is a force for good, and that a thriving startup community is essential to nurturing."
Voice Republic,6768dc1c-d59a-15cf-700b-d90c6c6ca6f4,organization,company,https://www.crunchbase.com/organization/voice-republic?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,voicerepublic.com,https://www.voicerepublic.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1464063239/cz8rowyvcu63uu2irmmg.png",https://www.facebook.com/voicerepublic,https://twitter.com/_voicerepublic,https://www.linkedin.com/company/5320165,:,Berlin,Berlin,DEU,Voice Republic is the new platform for quality spoken content.
travel audience GmbH,780ddce1-10d8-b194-afe4-56feaa79a405,organization,company,https://www.crunchbase.com/organization/travel-audience-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,travelaudience.com,https://travelaudience.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1464083175/ffohbliylb9oeqs53vzn.png",https://www.facebook.com/travelaudience,https://www.twitter.com/travel_audience,https://de.linkedin.com/company/travelaudience-gmbh,:,Berlin,Berlin,DEU,travel audience GmbH is the world's leading data driven travel advertising platform.
Tridelta International,863c5f9e-9cdc-e343-96fa-11e1762036ed,organization,company,https://www.crunchbase.com/organization/tridelta-international?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,tridelta.de,http://www.tridelta.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1464086006/ox448295vt2un4gowfbb.gif",,,,:,Hermsdorf,Berlin,DEU,Tridelta International specializing in medium and high voltage surge arresters.
HireRadar GmbH,ad7e6930-bb32-5faa-f9f5-882cf2d02f0b,organization,company,https://www.crunchbase.com/organization/hireradar-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hireradar.com,http://hireradar.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1464089481/rjrzjott09babtx8hd0s.png",,,https://www.linkedin.com/in/maxvonwaberer,:,Berlin,Berlin,DEU,We are a team of technology enthusiasts who are fully dedicated to finding people who make a positive impact.
Thomas Henry GmbH,030c7ac8-281b-4188-e449-582ba3a173e7,organization,company,https://www.crunchbase.com/organization/thomas-henry-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,thomas-henry.com,http://www.thomas-henry.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1464163279/bvi8wtiqyxqllcmiqbei.png",https://www.facebook.com/thomashenry,https://twitter.com/thomashenry_de,https://www.linkedin.com/company/6052449,:,Berlin,Berlin,DEU,Thomas Henry GmbH is a young company from Germany to produce a perfect selection of soft drinks.
ExcitingCommerce,8e8ee26e-75d7-584c-b4e3-a9d9e922fac9,organization,company,https://www.crunchbase.com/organization/excitingcommerce?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,excitingcommerce.com,http://www.excitingcommerce.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1464179768/kpsvneytho4z8z7zu5qp.png",https://www.facebook.com/Exciting-Commerce-Unlimited-136596769739461,https://twitter.com/excomm,,:,Berlin,Berlin,DEU,ExcitingCommerce offers information and insights about e-commerce models and trends.
Redmarketing Berlin,3605c7e3-c39b-9e94-ec2f-95ae04fa17b0,organization,company,https://www.crunchbase.com/organization/redmarketing-berlin?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,redmarketing.de,http://www.redmarketing.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1464179009/yymw3i7tm0zzhhettbxg.png",https://www.facebook.com/Redmarketing.Berlin/,https://twitter.com/redmarketing007,https://www.linkedin.com/in/h%C3%BCseyin-g%C3%BCl-840402105?trk=hp-identity-name,:,Berlin,Berlin,DEU,"Als Online Marketing Agentur in Berlin helfen wir ihnen beim erstellen von Content und erhÃ¶hen Traffic, Conversions & UmsÃ¤tze."
GrÃ¼ndermetropole Berlin,892a4278-4685-1918-8341-2f17c30c13a6,organization,company,https://www.crunchbase.com/organization/grÃ¼ndermetropole-berlin?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,gruendermetropole-berlin.de,http://gruendermetropole-berlin.de/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1464180236/atxbmm3vi5c07iqdefrg.png",https://www.facebook.com/gruendermetro,https://twitter.com/Gruendermetro,,:,Berlin,Berlin,DEU,GrÃ¼ndermetropole Berlin is the later-stage and senior-level magazine.
