name,crunchbase_uuid,type,primary_role,crunchbase_url,homepage_domain,homepage_url,profile_image_url,facebook_url,twitter_url,linkedin_url,stock_symbol,location_city,location_region,location_country_code,short_description
aka-aki networks,319e33dd-6669-d2c0-5152-5a0735f899cb,organization,company,https://www.crunchbase.com/organization/akaaki?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,aka-aki.com,http://www.aka-aki.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397181231/47644c773def69a725813fc6dca6a0c9.jpg",,http://twitter.com/akaaki,,:,Berlin,Berlin,DEU,Aka Aki is a German-based mobile social networking site that allows users to discover and connect with other users.
Plazes,fa501dd0-4652-ca5a-a448-98ad477f622d,organization,company,https://www.crunchbase.com/organization/plazes?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,plazes.com,http://plazes.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397182216/f068fdd74ecade739b3d7ae14705af82.png",https://www.facebook.com/here,https://www.twitter.com/here,,:,Berlin,Berlin,DEU,Plazes is an online service enabling users to connect and communicate with others in various locations.
Songbeat GmbH,9cf2098a-3511-14d4-70a9-8a38da487d38,organization,company,https://www.crunchbase.com/organization/songbeat?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,songbeatplayer.com,http://www.songbeatplayer.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397183028/0af8bda2b767a1da9d6e604241263635.png",,,,:,Berlin,Berlin,DEU,Songbeat is a desktop application that allows users to search and listen to MP3s using Seeqpod technology.
Palabea GmbH,e645b0a1-e5ee-b8da-5520-ec4fc725799a,organization,company,https://www.crunchbase.com/organization/palabea?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,palabea.com,http://www.palabea.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397183235/6154ec1e75717f5e29b5047a24b470e3.png",http://www.facebook.com/palabea,http://twitter.com/palabea,,:,Berlin,Berlin,DEU,Palabea is a video chat platform allowing users from all over the world to learn languages and share knowledge on various topics.
GameDuell,a16f588a-b817-661a-994c-8d74cfda728e,organization,company,https://www.crunchbase.com/organization/gameduell?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,gameduell.com,http://www.gameduell.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1465210037/rir3eu5tcwbmwz3px7om.png",http://www.facebook.com/GameDuell,http://twitter.com/GameDuell,http://www.linkedin.com/company/gameduell,:,Berlin,Berlin,DEU,"GameDuell is a cross-platform games community, developing games for its website as well as for social networks and mobile devices."
Qiro,3263ea65-6a40-fdfa-070b-9d5f5125201e,organization,company,https://www.crunchbase.com/organization/qiro?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,qiro.de,http://www.qiro.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397184069/ba81dd4d2b4400ff5dd72ead4826aa2c.png",,,,:,Berlin,Berlin,DEU,QiroÂ operatesÂ a mobileÂ and online community.
acomo,21499978-083a-48c5-5c2b-cf09d1d0d7ac,organization,company,https://www.crunchbase.com/organization/acomo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,acomo.com,http://www.acomo.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397184868/050f3ff07e9042454adc7d3d57cbe5cc.png",,,,:,Berlin,Berlin,DEU,acomo is a German social network service.
iliketotallyloveit,b2c653cf-3ed3-3152-b007-6f55d0a9c542,organization,company,https://www.crunchbase.com/organization/iliketotallyloveit?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,iliketotallyloveit.com,http://iliketotallyloveit.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397184983/8e9a636415b212a9da65809cde3cd81b.jpg",,http://twitter.com/TotallyLoveIt,,:,Berlin,Berlin,DEU,Iliketotallyloveit is an online shopping site that allows its users to rank and publish products.
Babbel,5036d23d-9ed5-8a88-41a3-7acab52333e5,organization,company,https://www.crunchbase.com/organization/babbel?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,babbel.com,http://www.babbel.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1494256543/pfgjyh4ecvgxxg7dlydr.png",http://www.facebook.com/babbel.languages,http://twitter.com/babbel,https://www.linkedin.com/company/babbel-com,:,Berlin,Berlin,DEU,Babbel is the market-leading app for language learning.
Metaversum,faf3126d-0045-13e4-9f01-5ba897dc61f5,organization,company,https://www.crunchbase.com/organization/metaversum?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,metaversum.com,http://metaversum.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397185450/a50af78c9eece4b21f96227d246c184b.gif",,http://twitter.com/twinity,,:,Berlin,Berlin,DEU,Mobile Security Software develops security shields for portable predators of the mobile platforms.
Aeria Games GmbH,ea8d7cc1-aa98-cc4f-b889-762a130cc8e1,organization,company,https://www.crunchbase.com/organization/aeria?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,aeriagames.com,http://www.corporate.aeriagames.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1455116132/xfn2sdtl38ffc0eske2c.jpg",https://www.facebook.com/aeria,http://twitter.com/aeriagames,https://www.linkedin.com/company/aeria-games-&-entertainment,:,Berlin,Berlin,DEU,Aeria Games is a leading destination for free-to-play online multiplayer games.
Mento,29a9f194-2e42-6607-3d98-73a8a7cecb08,organization,company,https://www.crunchbase.com/organization/mento?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mento.info,http://www.mento.info,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397186982/6b88bb3d24fce60dd3725f160ff9cb43.png",,,,:,Berlin,Berlin,DEU,"Mento is a link sharing site that makes it easy to share links with friends. It features Facebook integration, and supports publication to"
stickapps,dbfd0040-e10e-2899-c0ad-f7cfd3f0b8d9,organization,company,https://www.crunchbase.com/organization/toksta?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,stickapps.com,http://stickapps.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397187415/630da45f1758fd22d768cd61e8e34045.jpg",,,,:,Berlin,Berlin,DEU,IM Solutions for Web Services
gate5,4122f299-5032-4e04-32fc-a9cd361f047f,organization,company,https://www.crunchbase.com/organization/gate5?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,gate5.net,http://www.gate5.net,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1420681015/axb21q31xqycmxxqs0fi.jpg",,,,:,Berlin,Berlin,DEU,Gate5 offers mapping and location based services for mobile devices.
LaterLoop,95bc3d68-1bc5-3c32-a8e5-1f32200c3e74,organization,company,https://www.crunchbase.com/organization/laterloop?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,laterloop.com,http://laterloop.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397187937/06a10f08bce5d3c863c1c3556e5c9d56.png",,https://www.twitter.com/laterloop,,:,Berlin,Berlin,DEU,LaterLoop is a tool that allows users to save webpages they're interested in and then read them later on their phones.
link-together,5bf774d7-707b-ca4d-665f-4aa0204cd8a7,organization,company,https://www.crunchbase.com/organization/link-together?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,link-together.com,http://www.link-together.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397188024/36f19c777985e7464d1fa5c9d982df9e.png",,,,:,Berlin,Berlin,DEU,Social Semantic Web
hiogi,01a1e7a4-b3dd-3589-1f70-aa02b16d0339,organization,company,https://www.crunchbase.com/organization/hiogi?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hiogi.de,http://www.hiogi.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397188343/182c5a042b414718f44d468268314830.jpg",,http://twitter.com/hiogi,,:,Berlin,Berlin,DEU,"Hiogi is a community that answers mobile ad hoc questions that are submitted via Twitter SMS, WAP, iPhone, and e-mail."
Awin,e3fc23f3-269e-a237-a9ec-f0e99179424d,organization,company,https://www.crunchbase.com/organization/zanox?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,awin.com,http://www.awin.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1490191398/kiu4inoifytoyevtq8ix.jpg",https://www.facebook.com/Awin/,http://twitter.com/Awin_NL,https://www.linkedin.com/company-beta/17975089/,:,Berlin,Berlin,DEU,Awin is a global affiliate network and the new name for Affiliate Window and zanox.
mokono,696231bf-40c0-8846-7e3c-97856f9dff41,organization,company,https://www.crunchbase.com/organization/mokono?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mokono.com,http://www.mokono.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397188465/f8767303a2b2e85ebdd34e337dfb3ec2.jpg",https://www.facebook.com/blog.de,,,:,Berlin,Berlin,DEU,"Mokono is an online platform that enables individuals to create and publish blogs, personal profiles, photos, videos, an audio material."
Popkomm,cb32f3ea-2c63-fdc3-e99a-750334951e3d,organization,company,https://www.crunchbase.com/organization/popkomm?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,popkomm.com,http://www.popkomm.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397189348/12e5ddfb05ba08d12e0f82c71cba979f.png",http://www.facebook.com/pages/Messe-Berlin-Guest-Events/42593530,https://www.twitter.com/popkomm,,:,Berlin,Berlin,DEU,Popkomm an international platform for the music and entertainment industry. Popkomm distinguishes itself with an integrated concept: it is
Bookya.de,19f77fa6-4f6b-3e48-32af-0d14f57ced45,organization,company,https://www.crunchbase.com/organization/bookya?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bookya.de,http://www.bookya.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397189349/c9bbfaf5a03b5c340e110b9991237800.png",,,,:,Berlin,Berlin,DEU,Bookya creates transparency in the market for university literature which is affected by university specific requirements and relatively
plista,cd7373f1-f3e7-57dc-4806-241198491b2e,organization,company,https://www.crunchbase.com/organization/plista?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,plista.com,http://www.plista.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1444310451/nyeuvp8esixuawbn80pr.png",http://www.facebook.com/plista,http://twitter.com/plista,http://www.linkedin.com/company/plista-gmbh,:,Berlin,Berlin,DEU,Plista is a data-driven platform that provides solutions for targeted digital advertising and content distribution.
SulfurCell,8f0d0fe0-ccfa-0534-9e8a-e122b51622ea,organization,company,https://www.crunchbase.com/organization/sulfurcell?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sulfurcell.de,http://www.sulfurcell.de/index.php?id=1&L=1,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397189920/ed4f7b5facedfaa5c1d41cc6d2170ee3.png",,,,:,Berlin,Berlin,DEU,SulfurCell is a German developer and manufacturer of thin film electricity-generating solar modules.
DaWanda,aeed9762-2f67-1937-e435-b972e117ee4a,organization,company,https://www.crunchbase.com/organization/dawanda?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,dawanda.com,http://en.dawanda.com/?partnerid=GA2-DaWanda,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397189988/7ec176b7d463e2343139c6056e3afd31.png",http://www.facebook.com/dawanda.english,http://twitter.com/dawanda_en,http://www.linkedin.com/company/dawanda,:,Berlin,Berlin,DEU,"DaWanda is an online marketplace that trades handmade products from professional artisans, artists, designers, and individuals."
Cultuzz,438284cf-8bbd-e472-23f4-4f16f02a8554,organization,company,https://www.crunchbase.com/organization/cultuzz?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,cultuzz.com,http://www.cultuzz.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397190278/01a6bc2deec4726dd2718cc23ce001a2.png",,,,:,Berlin,Berlin,DEU,Cultuzz provides a suite of integrated software solutions to the hospitality industry that helps hoteliers to sell their inventory on the
Ableton,1d68f699-8032-69f9-d416-a578337d8fe6,organization,company,https://www.crunchbase.com/organization/ableton?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ableton.com,http://ableton.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1459356546/fvhsywjnj7ongplfomoz.png",http://www.facebook.com/ableton,http://twitter.com/Ableton,https://www.linkedin.com/company/ableton,:,Berlin,Berlin,DEU,"Ableton develops software and hardware for creating, producing and performing music."
Hyperactive Media,3d2b30d4-70a0-166e-f29b-d3b0d15451ba,organization,company,https://www.crunchbase.com/organization/hyperactive-media-gmbh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hyperactivemedia.de,http://www.hyperactivemedia.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397190841/0cd5468bf8721aa46336cfc1c324e3eb.jpg",,,,:,Berlin,Berlin,DEU,Hyperactive Media develops brand experiences for lifestyle companies across multiple forms of media.
want2do,62a71624-4b77-4b64-3f3c-b7724d40005a,organization,company,https://www.crunchbase.com/organization/want2do?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,want2do.de,http://www.want2do.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397190952/97b7ef517e7b0165f7e33911339b9740.jpg",,,,:,Berlin,Berlin,DEU,German Social Network
GetYourGuide,2512c90f-9d69-6a57-0f79-e604341e4cf0,organization,company,https://www.crunchbase.com/organization/getyourguide?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,getyourguide.com,http://www.getyourguide.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397191116/a9398eaa164d6599678574da68fb4e0b.png",http://www.facebook.com/GetYourGuide,http://twitter.com/GetYourGuide,http://www.linkedin.com/company/getyourguide-ag,:,Berlin,Berlin,DEU,"GetYourGuide is a booking platform for tours and activities, offering a variety of travel experiences through their global supplier network."
Susuh,e78d93e3-0e13-e5d4-d5d0-062d43268b5f,organization,company,https://www.crunchbase.com/organization/susuh?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,susuh.de,http://www.susuh.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397192233/fa55cf0e7bb714b7d168f03591ecedfc.png",,,,:,Berlin,Berlin,DEU,Susuh is web service that provides search-engine optimized profiles for self-employed service provider as well as small and medium-sized
UpdateStar,f7e26c1b-bda1-bc5a-6e0f-95d8f91fe02d,organization,company,https://www.crunchbase.com/organization/updatestar?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,updatestar.com,http://www.updatestar.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397192543/0cb0869ce0588c9be8a6c26ce097e4f7.gif",http://www.facebook.com/updatestar,http://twitter.com/updatestar,,:,Berlin,Berlin,DEU,Desktop Client for Software Updates
AUPEO!,9100d9d5-83a9-f0f9-894b-2ca000b2c1f1,organization,company,https://www.crunchbase.com/organization/aupeo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,aupeo.com,http://aupeo.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397192676/150bd58bce3ec69529d76666af2c0411.jpg",http://www.facebook.com/AUPEO,http://twitter.com/AUPEO,http://www.linkedin.com/company/aupeo-,:,Berlin,Berlin,DEU,AUPEO! provides personalized audio streams for internet-capable hardware devices and offers radio stations that recommend songs.
ScienceStage.com,c69a1f3a-f261-1e1f-894c-ebbbe0e087f3,organization,company,https://www.crunchbase.com/organization/sciencestage-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sciencestage.com,http://sciencestage.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397192739/8e1a4d5186d73b4d60ef018dadd0b2ed.jpg",http://www.facebook.com/pages/ScienceStagecom/10150114255680500,http://twitter.com/sciencestage,,:,Berlin,Berlin,DEU,"Streaming Knowledge, Advancing Careers"
quillp,51c62fce-b3f4-0ef4-731c-4ada457a3ab0,organization,company,https://www.crunchbase.com/organization/quillp?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,quillp.com,http://www.quillp.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397193643/df0ede9c81ae233396c1b5e115335598.png",,http://twitter.com/quillp,,:,Berlin,Berlin,DEU,Quillp is a community that connects authors and readers based on their book interests.
snom technology,c53e2a59-e183-c317-3f7d-7c4720337dd9,organization,company,https://www.crunchbase.com/organization/snom-technologies?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,snom.com,http://www.snom.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397193895/9189a80c32f333f00d3cf06443a8d840.png",http://www.facebook.com/snom.VoIP.phones,http://twitter.com/snom,https://www.linkedin.com/company/snom-technology-ag,:,Berlin,Berlin,DEU,Snom is a German multinational corporation offering professional and enterprise VoIP telephones.
mufin,cbffa6de-21ba-0d8b-7bc7-318e1f48a05e,organization,company,https://www.crunchbase.com/organization/mufin?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mufin.com,http://mufin.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397194167/7c3e5115a17e463f1756e1860fba6c51.png",,https://twitter.com/mufin,http://www.linkedin.com/company/mufin-gmbh,:,Berlin,Berlin,DEU,mufin offers audio identification and music recommendation software solutions powered by its advanced audio fingerprinting technology.
XinXii,11db1abb-2151-1022-ebb2-5bedd18e2101,organization,company,https://www.crunchbase.com/organization/xinxii?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,xinxii.com,http://www.xinxii.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397194239/7efe22646dab9bb69ae7e7a0bd001056.jpg",https://www.facebook.com/xinxii,http://twitter.com/_xinxii,,:,Berlin,Berlin,DEU,Digital Self-Publishing Platform
ResearchGate,753c0487-81eb-de40-8915-0e56861f2332,organization,company,https://www.crunchbase.com/organization/researchgate?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,researchgate.net,http://www.researchgate.net,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1470150968/halqcskldv3ge9nkpjsq.png",http://www.facebook.com/ResearchGate,http://twitter.com/ResearchGate,http://www.linkedin.com/company/568667,:,Berlin,Berlin,DEU,ResearchGate provides a professional network for the scientific community to connect with each other to share and discuss research.
Analyx,c313f33f-f04b-7e63-7883-ba81a463c6ba,organization,company,https://www.crunchbase.com/organization/analyx?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,analyx.com,http://www.analyx.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1486387933/yz66bqgav5xm4budzxwe.png",http://www.facebook.com/analyx.company,https://www.twitter.com/analyxcompany,https://www.linkedin.com/company/606536,:,Berlin,Berlin,DEU,Analyx offers its clients the possibility to gain access to additional analytic capacity at low complexity.
sofatutor,b36f3591-52ae-948d-d192-2e41d97921a2,organization,company,https://www.crunchbase.com/organization/sofatutor?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sofatutor.com,http://www.sofatutor.com/,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1413969383/uja4gnnnod4fzebxiawh.png",https://facebook.com/sofatutorusa/,https://twitter.com/sofatutorusa,http://www.linkedin.com/company/sofatutor-gmbh,:,Berlin,Berlin,DEU,"Sofatutor, an online platform, offers educational tutorials for school and college students to study for exams and recapitulate lessons."
podcast.de,46f538cf-7e79-3b45-a917-1e4301c56916,organization,company,https://www.crunchbase.com/organization/podcast-de?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,podcast.de,http://www.podcast.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397195286/5b93d7e2135f367e27e01e37df70c86e.png",http://www.facebook.com/podcast.portal,http://twitter.com/podcastDe,,:,Berlin,Berlin,DEU,"podcast.de is a podcast directory that enables its users to download MP3s, audiobooks, and video content for free."
txtr,6d5e5dc4-f400-4645-aa11-6f03afec7b4e,organization,company,https://www.crunchbase.com/organization/txtr?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,txtr.com,http://txtr.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397195725/613ba3837b1d9d59136740a842e3b5a4.png",,http://twitter.com/_txtr,,:,Berlin,Berlin,DEU,txtr is a cloud-based ebook distribution platform that enables its users to read books online.
Iven & Hillmann,edddd087-c637-9c68-32cd-af4c38e2910e,organization,company,https://www.crunchbase.com/organization/iven-hillmann?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,iven-hillmann.com,http://www.iven-hillmann.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397195726/295945d0417fc7432b07b41ddbd85db8.gif",https://www.facebook.com/digitas,http://twitter.com/LBiGermany,https://www.linkedin.com/company/digitas,:,Berlin,Berlin,DEU,Iven & Hillmann was founded in 2004
Ecato,4c459db5-a825-a3fe-d59d-fdc443efd225,organization,company,https://www.crunchbase.com/organization/ecato?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ecato.de,http://www.ecato.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397195727/cb6fc45021e107d008fbd87fb7ca67d5.jpg",https://www.facebook.com/14701183023,,,:,Berlin,Berlin,DEU,Ecato enables website owners to setup your own individual marketplace with products they are passionate about and earn money with user
erento,91ea8065-4037-16bb-298b-5129fb6ddfc1,organization,company,https://www.crunchbase.com/organization/erento?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,erento.com,http://www.erento.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1470236531/atm2psoxygyp8auo7j6p.png",http://www.facebook.com/erento,http://twitter.com/erento,http://www.linkedin.com/company/erento-gmbh,:,Berlin,Berlin,DEU,erento is an online marketplace to rents goods and services.
Fraunhofer IPK,14a1eece-5540-cd05-0eec-1918dbd543c3,organization,company,https://www.crunchbase.com/organization/fraunhofer-ipk?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ipk.fraunhofer.de,http://www.ipk.fraunhofer.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397196674/ef1e4f6f1d968942a469543c0b04ebc6.jpg",http://www.facebook.com/FraunhoferIPK,https://www.twitter.com/fraunhofer,http://www.linkedin.com/company/fraunhofer-ipk,:,Berlin,Berlin,DEU,Fraunhofer IPK offers application-oriented system solutions for a wide range of industrial tasks.
EVENTKINGDOM,aea62e2b-5a55-d55a-7ff8-38f4d28b6abe,organization,company,https://www.crunchbase.com/organization/logandgo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,eventkingdom.com,http://www.eventkingdom.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397196871/5fcff31764a89f6289f40b7f7192c5c5.jpg",http://www.facebook.com/EVENTKINGDOM,http://twitter.com/eventkingdom,https://www.linkedin.com/company/eventkingdom,:,Berlin,Berlin,DEU,Digital post incl. designer cards
dotBERLIN,f113a7f2-7b92-c74e-212d-3473dcf8c5d3,organization,company,https://www.crunchbase.com/organization/dotberlin?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,dotberlin.com,http://www.dotberlin.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397196970/37318db041a6181228a529eb94a71780.jpg",https://www.facebook.com/dotberlin,https://www.twitter.com/dotberlin,,:,Berlin,Berlin,DEU,dotBERLIN is a German-based domain name registry services provider.
shopotainment,23f0e709-54ca-3220-f227-afd8bed4ac48,organization,company,https://www.crunchbase.com/organization/shopotainment?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,shopotainment.de,http://www.shopotainment.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397197429/1d7d3036a5e76ee05c7ba52b5d8de8d5.gif",,,,:,Berlin,Berlin,DEU,"Show what you've got, find what you like."
ROCKET RENTALS,7a1a2c19-c2c3-3cfe-3f27-b6116d6ff43d,organization,company,https://www.crunchbase.com/organization/rocket-rentals?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,rocket-rentals.de,http://www.rocket-rentals.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397197623/d1abc47094a0c84eeaa0b610260d50f6.png",,,,:,Berlin,Berlin,DEU,ROCKET RENTALS is a Web solutions agency whose day-to-day business is rocket science.
TRIBAX,f4cde9ed-400d-b4bc-6e96-1f396603065a,organization,company,https://www.crunchbase.com/organization/tribax?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,tribax.com,http://www.tribax.com,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397198149/578cc5332e51603836b666a061619441.jpg",,,,:,Berlin,Berlin,DEU,TRIBAX is a SaaS provider that offers Web 2.0 solutions and strategies for clients from all industries.
MyVideo,5043238a-f6ec-ead8-5989-0f8d6ff5940d,organization,company,https://www.crunchbase.com/organization/myvideo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,myvideo.de,http://www.myvideo.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1420111543/ko0uefgg0ftyvilqtriw.png",http://de-de.facebook.com/MyVideo,http://twitter.com/myvideo_de,,:,Berlin,Berlin,DEU,"Music, Shows, Movies, Live Streams - free and legal!"
Kaeuferportal,7536d9ad-7f6d-5ff6-f6da-805f80180cea,organization,company,https://www.crunchbase.com/organization/kaeuferportal?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,kaeuferportal.de,http://www.kaeuferportal.de,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_jpg/v1397200377/55d32e00875ad3c81bc235f4d21b7658.jpg",http://www.facebook.com/Kaeuferportal,http://twitter.com/kaeuferportal,,:,Berlin,Berlin,DEU,Kaeuferportal is a B2B Lead Generation platform targeting the German market for SMEs. Kaeuferportal facilitates business purchasing of
